NO,SIDO_NM,GOV_NM,LOCALFOOD_CERT_NO,CA_DT_START,CA_DT_END,CC_DT,WP_ROAD_ADD,WP_LOT_ADD,PC_ROAD_ADD,PC_LOT_ADD,ITEM_NM,CULT_AREA,CULT_SCALE,CG_DT,BIZ_OPR_NM,CRN,PHONE_NO,AGENCY_NM,ST_DT
000073,강원도,원주시,2017-0302-0287,2017-09-21,2018-09-20,,,,"강원도 원주시 소초면 수암리 529,산52",,복숭아,9204,,2017-09-21,이희구,,,강원도 원주시청,2017-11-03
000074,강원도,원주시,2017-0301-0281,2017-09-21,2018-09-20,,,,"강원도 원주시 소초면 수암리 632-1,-2",,배,6132,,2017-09-21,김철종,,,강원도 원주시청,2017-11-03
000075,강원도,원주시,2017-0302-0224,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 수암리 939-1,940-7",,복숭아,4713,,2017-08-08,이금순,,,강원도 원주시청,2017-11-03
000076,강원도,원주시,2017-0301-0283,2017-09-21,2018-09-20,,,,"강원도 원주시 소초면 수암리 986,1009-2",,배,6796,,2017-09-21,신경희,,,강원도 원주시청,2017-11-03
000077,강원도,원주시,2017-0202-0155,2017-07-03,2018-07-02,,,,"강원도 원주시 소초면 평장리 362-2,429",,감자,5858,,2017-07-03,이종은,,,강원도 원주시청,2017-11-03
000078,강원도,원주시,2017-0202-0288,2017-09-21,2018-09-20,,,,"강원도 원주시 소초면 평장리 431,434",,고구마,5346,,2017-09-21,정연주,,,강원도 원주시청,2017-11-03
000079,강원도,원주시,2017-0203-0107,2017-06-19,2018-06-18,,,,"강원도 원주시 소초면 평장리 489,490",,마늘쫑,4298,,2017-06-19,이규성,,,강원도 원주시청,2017-11-03
000080,강원도,원주시,2017-0302-0220,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 735-25,-29~30,-41~42",,복숭아,8048,,2017-08-08,안영준,,,강원도 원주시청,2017-11-03
000081,강원도,원주시,2017-0301-0286,2017-09-21,2018-09-20,,,,"강원도 원주시 소초면 평장리 770-3,-4",,사과,8984,,2017-09-21,안광수,,,강원도 원주시청,2017-11-03
000082,강원도,원주시,2017-0201-0209,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 887-1,889-1",,"""고추(꽈리,오이)""",2828,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000083,강원도,원주시,2017-0204-0210,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 887-1,889-1",,대파,2828,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000084,강원도,원주시,2017-0201-0211,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 887-1,889-1",,옥수수,2828,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000085,강원도,원주시,2017-0201-0214,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 893-2,-4",,노각,2296,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000086,강원도,원주시,2017-0201-0215,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 893-2,-4",,울타리호박,2296,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000087,강원도,원주시,2017-0203-0216,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 893-2,-4",,비름나물,2296,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000088,강원도,원주시,2017-0201-0217,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 893-2,-4",,가지,2296,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000089,강원도,원주시,2017-0203-0212,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 893-2,-4",,부추,2296,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000090,강원도,원주시,2017-0203-0213,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 평장리 893-2,-4",,곤드레,2296,,2017-08-08,송영팔,,,강원도 원주시청,2017-11-03
000091,강원도,원주시,2017-0203-0026,2017-04-24,2018-04-23,,,,"강원도 원주시 소초면 평장리 893-2,-4",,원추리,2296,,2017-04-24,송영팔,,,강원도 원주시청,2017-11-03
000092,강원도,원주시,2017-0203-0027,2017-04-24,2018-04-23,,,,"강원도 원주시 소초면 평장리 893-2,-4",,쑥,2296,,2017-04-24,송영팔,,,강원도 원주시청,2017-11-03
000093,강원도,원주시,2017-0302-0267,2017-09-01,2018-08-31,,,,"강원도 원주시 소초면 평장리 산234-3,332-1,-2,326-1,-2,327",,복숭아,13494,,2017-09-01,이우연,,,강원도 원주시청,2017-11-03
000094,강원도,원주시,2017-0302-0177,2017-07-17,2018-07-16,,,,"강원도 원주시 소초면 학곡리 236-2,250~1,256,258-2",,복숭아,11659,,2017-07-17,오경환,,,강원도 원주시청,2017-11-03
000095,강원도,원주시,2017-0302-0164,2017-07-11,2018-07-10,,,,"강원도 원주시 소초면 학곡리 415,415-1,404~5,408-2",,복숭아,6995,,2017-07-11,김주호,,,강원도 원주시청,2017-11-03
000096,강원도,원주시,2017-0302-0170,2017-07-11,2018-07-10,,,,"강원도 원주시 소초면 학곡리 88-4,-6,201-1",,복숭아,3896,,2017-07-11,이용득,,,강원도 원주시청,2017-11-03
000097,강원도,원주시,2017-0301-0253,2017-08-21,2018-08-20,,,,"강원도 원주시 소초면 흥양리 3,4,11,12,17-1,17-2~6,14,15,324",,다래,10582,,2017-08-21,노동호,,,강원도 원주시청,2017-11-03
000098,강원도,원주시,2017-0303-0122,2017-06-29,2018-06-28,,,,"강원도 원주시 소초면 흥양리 384,400",,복분자,4327,,2017-06-29,신재성,,,강원도 원주시청,2017-11-03
000099,강원도,원주시,2017-0203-0017,2017-04-17,2018-04-16,,,,"강원도 원주시 소초면 흥양리 403,401-1,-2",,산마늘(명이나물),7311,,2017-04-17,신재성,,,강원도 원주시청,2017-11-03
000100,강원도,원주시,2017-0203-0037,2017-05-10,2018-05-09,,,,"강원도 원주시 신림면 구학리 199,764",,참나물,5940,,2017-05-10,김병철,,,강원도 원주시청,2017-11-03
000101,강원도,원주시,2017-0203-0259,2017-08-22,2018-08-21,,,,"강원도 원주시 신림면 구학리 200-1,-4,258-1,-5",,양배추,10248,,2017-08-22,황상연,,,강원도 원주시청,2017-11-03
000102,강원도,원주시,2017-0203-0329,2017-11-02,2018-11-01,,,,"강원도 원주시 신림면 구학리 200-6,258-4",,배추,2545,,2017-11-02,서진석,,,강원도 원주시청,2017-11-03
000103,강원도,원주시,2017-0301-0251,2017-08-16,2018-08-15,,,,"강원도 원주시 신림면 구학리 200-8,201,663-1,217,216-1,215-2",,사과,13388,,2017-08-16,이영희,,,강원도 원주시청,2017-11-03
000104,강원도,원주시,2017-0201-0298,2017-09-29,2018-09-28,,,,"강원도 원주시 신림면 구학리 235-5,661-1,-5",,애호박,6507,,2017-09-29,안상아,,,강원도 원주시청,2017-11-03
000105,강원도,원주시,2017-0203-0316,2017-10-18,2018-10-17,,,,"강원도 원주시 신림면 구학리 258-1,-3,-5",,배추,4220,,2017-10-18,황상연,,,강원도 원주시청,2017-11-03
000106,강원도,원주시,2017-0203-0312,2017-10-18,2018-10-17,,,,"강원도 원주시 신림면 구학리 293,294,287-1,-4",,양배추,7031,,2017-10-18,조정치,,,강원도 원주시청,2017-11-03
000107,강원도,원주시,2017-0202-0313,2017-10-18,2018-10-17,,,,"강원도 원주시 신림면 구학리 293,294,287-1,-4",,무,7031,,2017-10-18,조정치,,,강원도 원주시청,2017-11-03
000108,강원도,원주시,2017-0201-0314,2017-10-18,2018-10-17,,,,"강원도 원주시 신림면 구학리 293,294,287-1,-4",,옥수수,7031,,2017-10-18,조정치,,,강원도 원주시청,2017-11-03
000109,강원도,원주시,2017-0202-0299,2017-09-29,2018-09-28,,,,"강원도 원주시 신림면 구학리 340-1,342",,고구마,5821,,2017-09-29,안상아,,,강원도 원주시청,2017-11-03
000110,강원도,원주시,2017-0202-0317,2017-10-18,2018-10-17,,,,"강원도 원주시 신림면 구학리 687-1,-2,23-1",,무,8974,,2017-10-18,황상연,,,강원도 원주시청,2017-11-03
000111,강원도,원주시,2017-0203-0057,2017-05-24,2018-05-23,,,,"강원도 원주시 신림면 성남리 678,682,683,685-2",,배추,7634,,2017-05-24,"""윤병용,고상숙""",,,강원도 원주시청,2017-11-03
000112,강원도,원주시,2017-0203-0062,2017-05-24,2018-05-23,,,,"강원도 원주시 신림면 송계리 394-1, 395",,배추,2777,,2017-05-24,이상덕,,,강원도 원주시청,2017-11-03
000113,강원도,원주시,2017-0204-0330,2017-11-02,2018-11-01,,,,"강원도 원주시 신림면 용암리 1373-1,-2",,쪽파,2621,,2017-11-02,서진석,,,강원도 원주시청,2017-11-03
000114,강원도,원주시,2017-0202-0318,2017-10-18,2018-10-17,,,,"강원도 원주시 신림면 용암리 1373-4,-5",,고구마,3231,,2017-10-18,황상연,,,강원도 원주시청,2017-11-03
000115,강원도,원주시,2017-0302-0271,2017-09-12,2018-09-11,,,,"강원도 원주시 신림면 용암리 422-1,-2,-7,-8,-14,423,424,427,428-1",,복숭아,14961,,2017-09-12,이명숙,,,강원도 원주시청,2017-11-03
000116,강원도,원주시,2017-0303-0206,2017-07-26,2018-07-25,,,,"강원도 원주시 신림면 황둔리 747,741-1,-3",,옥수수,1567,,2017-07-26,이덕형,,,강원도 원주시청,2017-11-03
000117,강원도,원주시,2017-0203-0038,2017-05-10,2018-05-09,,,,"강원도 원주시 지정면 신평리 170-3,-7",,고사리,4147,,2017-05-10,김태영,,,강원도 원주시청,2017-11-03
000118,강원도,원주시,2017-0202-0293,2017-09-27,2018-09-26,,,,"강원도 원주시 지정면 월송리 243,245,246",,고구마,9715,,2017-09-27,안유현,,,강원도 원주시청,2017-11-03
000119,강원도,원주시,2017-0203-0109,2017-06-19,2018-06-18,,,,"강원도 원주시 지정면 월송리 506-11,-13,518-4,-17,-18",,부추,7912,,2017-06-19,정천시,,,강원도 원주시청,2017-11-03
000120,강원도,원주시,2017-0202-0171,2017-07-11,2018-07-10,,,,"강원도 원주시 지정면 월송리 506-2,-25",,감자,1468,,2017-07-11,이정웅,,,강원도 원주시청,2017-11-03
000121,강원도,원주시,2017-0201-0226,2017-08-08,2018-08-07,,,,"강원도 원주시 지정면 월송리 506-4,-17",,애호박,5937,,2017-08-08,김영숙,,,강원도 원주시청,2017-11-03
000122,강원도,원주시,2017-0201-0227,2017-08-08,2018-08-07,,,,"강원도 원주시 지정면 월송리 506-4,-17",,가지,5937,,2017-08-08,김영숙,,,강원도 원주시청,2017-11-03
000123,강원도,원주시,2017-0202-0228,2017-08-08,2018-08-07,,,,"강원도 원주시 지정면 월송리 506-4,-17",,콜라비,5937,,2017-08-08,김영숙,,,강원도 원주시청,2017-11-03
000124,강원도,원주시,2017-0201-0229,2017-08-08,2018-08-07,,,,"강원도 원주시 지정면 월송리 506-4,-17",,"""고추(홍,풋,청양)""",5937,,2017-08-08,김영숙,,,강원도 원주시청,2017-11-03
000125,강원도,원주시,2017-0201-0230,2017-08-08,2018-08-07,,,,"강원도 원주시 지정면 월송리 506-6,7,15,609-5,-10",,단호박,9822,,2017-08-08,김영숙,,,강원도 원주시청,2017-11-03
000126,강원도,원주시,2017-0102-0004,2017-01-02,2018-01-01,,,,"강원도 원주시 지정면 월송리 506-6,-7,-15,609-5,-10",,콩(백태),9822,,2017-01-02,이정웅,,,강원도 원주시청,2017-11-03
000127,강원도,원주시,2017-0202-0139,2017-07-03,2018-07-02,,,,"강원도 원주시 지정면 월송리 614,615",,감자,3444,,2017-07-03,김영도,,,강원도 원주시청,2017-11-03
000128,강원도,원주시,2017-0303-0120,2017-06-29,2018-06-28,,,,"강원도 원주시 판부면 서곡리 1004-1,-2",,블루베리,2417,,2017-06-29,송창열,,,강원도 원주시청,2017-11-03
000129,강원도,원주시,2017-0302-0234,2017-08-08,2018-08-07,,,,"강원도 원주시 판부면 서곡리 1510,1502-2",,복숭아,4225,,2017-08-08,홍창석,,,강원도 원주시청,2017-11-03
000130,강원도,원주시,2017-0302-0254,2017-08-22,2018-08-21,,,,"강원도 원주시 판부면 서곡리 968,969,산198-10",,복숭아,16459,,2017-08-22,박만태,,,강원도 원주시청,2017-11-03
000131,강원도,원주시,2017-0203-0068,2017-06-01,2018-05-31,,,,"강원도 원주시 행구동167,191-1,-2",,양상추,9656,,2017-06-01,차선옥,,,강원도 원주시청,2017-11-03
000132,강원도,원주시,2017-0205-0074,2017-06-08,2018-06-07,,,,"강원도 원주시 행구동525,-1,-2,-3",,고사리,3570,,2017-06-08,박종연,,,강원도 원주시청,2017-11-03
000133,강원도,원주시,2017-0302-0248,2017-08-16,2018-08-15,,,,"강원도 원주시 행구동596-5,599~601,620,621,626-1,627-1",,복숭아,15377,,2017-08-16,신문선,,,강원도 원주시청,2017-11-03
000134,강원도,원주시,2017-0301-0308,2017-10-18,2018-10-17,,,,"강원도 원주시 호저면 고산리 365-1,-2",,사과,4709,,2017-10-18,원용욱,,,강원도 원주시청,2017-11-03
000135,강원도,원주시,2017-0204-0292,2017-09-27,2018-09-26,,,,"강원도 원주시 호저면 광격리 835-1,-2,838-2",,대파,5486,,2017-09-27,신명분,,,강원도 원주시청,2017-11-03
000136,강원도,원주시,2017-0202-0331,2017-11-02,2018-11-01,,,,"강원도 원주시 호저면 광격리 835-1,-2,838-2",,무,5486,,2017-11-02,신명분,,,강원도 원주시청,2017-11-03
000137,강원도,원주시,2017-0302-0199,2017-07-24,2018-07-23,,,,"강원도 원주시 호저면 대덕리 734,1022-9",,옥수수,4849,,2017-07-24,최형석,,,강원도 원주시청,2017-11-03
000138,강원도,원주시,2017-0201-0268,2017-09-01,2018-08-31,,,,"강원도 원주시 호저면 대덕리 734,934-1",,홍고추,3856,,2017-09-01,최형석,,,강원도 원주시청,2017-11-03
000139,강원도,원주시,2017-0202-0087,2017-06-14,2018-06-13,,,,"강원도 원주시 호저면 매호리 12,-1,15,16-1",,감자,3310,,2017-06-14,이상기,,,강원도 원주시청,2017-11-03
000140,강원도,원주시,2017-0302-0169,2017-07-11,2018-07-10,,,,"강원도 원주시 호저면 무장리 112,191~2,190-3",,복숭아,4482,,2017-07-11,이상인,,,강원도 원주시청,2017-11-03
000141,강원도,원주시,2017-0303-0225,2017-08-08,2018-08-07,,,,"강원도 원주시 호저면 무장리 297,311",,아로니아,2763,,2017-08-08,이영상,,,강원도 원주시청,2017-11-03
000142,강원도,원주시,2017-0202-0131,2017-06-29,2018-06-28,,,,"강원도 원주시 호저면 산현리 108-3,576-9",,감자,2640,,2017-06-29,원호성,,,강원도 원주시청,2017-11-03
000143,강원도,원주시,2017-0202-0126,2017-06-29,2018-06-28,,,,"강원도 원주시 호저면 산현리 178-1,177",,감자,1021,,2017-06-29,원순규,,,강원도 원주시청,2017-11-03
000144,강원도,원주시,2017-0202-0114,2017-06-29,2018-06-28,,,,"강원도 원주시 호저면 산현리 28-2,72,66-4",,감자,2155,,2017-06-29,김기석,,,강원도 원주시청,2017-11-03
000145,강원도,원주시,2017-0202-0136,2017-06-29,2018-06-28,,,,"강원도 원주시 호저면 산현리 360-3,361",,감자,1197,,2017-06-29,조영례,,,강원도 원주시청,2017-11-03
000146,강원도,원주시,2017-0204-0173,2017-07-11,2018-07-10,,,,"강원도 원주시 호저면 산현리 360-3,361",,양파,1197,,2017-07-11,조영례,,,강원도 원주시청,2017-11-03
000147,강원도,원주시,2017-0304-0311,2017-10-18,2018-10-17,,,,"강원도 원주시 호저면 산현리 360-3,361",,땅콩,1197,,2017-10-18,조영례,,,강원도 원주시청,2017-11-03
000148,강원도,원주시,2017-0302-0200,2017-07-24,2018-07-23,,,,"강원도 원주시 호저면 주산리 117-3,-5,132,1408",,복숭아,12714,,2017-07-24,한해용,,,강원도 원주시청,2017-11-03
000149,강원도,원주시,2017-0202-0069,2017-06-05,2018-06-04,,,,"강원도 원주시 호저면 주산리 1417, 1425",,감자,4324,,2017-06-05,김진영,,,강원도 원주시청,2017-11-03
000150,강원도,원주시,2017-0203-0306,2017-10-18,2018-10-17,,,,"강원도 원주시 호저면 주산리 21,20-1",,양배추,3878,,2017-10-18,송영규,,,강원도 원주시청,2017-11-03
000151,강원도,원주시,2017-0202-0148,2017-07-03,2018-07-02,,,,"강원도 원주시 호저면 주산리 48-1,66,67",,감자,3180,,2017-07-03,송영규,,,강원도 원주시청,2017-11-03
000152,강원도,원주시,2017-0302-0165,2017-07-11,2018-07-10,,,,"강원도 원주시 호저면 주산리 48-2,92-3,99,116-1,117,-12,118-3",,복숭아,13195,,2017-07-11,송현규,,,강원도 원주시청,2017-11-03
000153,강원도,원주시,2017-0203-0147,2017-07-03,2018-07-02,,,,"강원도 원주시 호저면 주산리 63,63-60~61",,양배추,2720,,2017-07-03,송영규,,,강원도 원주시청,2017-11-03
000154,강원도,원주시,2017-0203-0094,2017-06-19,2018-06-18,,,,"강원도 원주시 흥업면 대안리 1019-2,-7",,시금치,681,,2017-06-19,김종철,,,강원도 원주시청,2017-11-03
000155,강원도,원주시,2017-0303-0176,2017-07-17,2018-07-16,,,,"강원도 원주시 흥업면 대안리 1385,1386",,블루베리,10552,,2017-07-17,안효진,,,강원도 원주시청,2017-11-03
000156,강원도,원주시,2017-0301-0264,2017-08-31,2018-08-30,,,,"강원도 원주시 흥업면 대안리 1385,1386",,사과,10552,,2017-08-31,안효진,,,강원도 원주시청,2017-11-03
000157,강원도,원주시,2017-0204-0265,2017-08-31,2018-08-30,,,,"강원도 원주시 흥업면 대안리 852-4,-5",,대파,2755,,2017-08-31,한남섭,,,강원도 원주시청,2017-11-03
000158,강원도,원주시,2017-0204-0307,2017-10-18,2018-10-17,,,,"강원도 원주시 흥업면 매지리 296,296-2",,대파,588,,2017-10-18,신창선,,,강원도 원주시청,2017-11-03
000159,강원도,원주시,2017-0301-0278,2017-09-15,2018-09-14,,,,"강원도 원주시 흥업면 매지리 51-2,-6,-8",,배,9458,,2017-09-15,이진형,,,강원도 원주시청,2017-11-03
000160,강원도,원주시,2017-0301-0309,2017-10-18,2018-10-17,,,,"강원도 원주시 흥업면 매지리 958-4,556-1",,사과,3306,,2017-10-18,유병석,,,강원도 원주시청,2017-11-03
000161,강원도,원주시,2017-0303-0011,2017-03-29,2018-03-28,,,,"강원도 원주시 흥업면 사제리 1412,-1,-2,-3",,딸기,6036,,2017-03-29,김기성,,,강원도 원주시청,2017-11-03
000162,강원도,원주시,2017-0201-0249,2017-08-16,2018-08-15,,,,"강원도 원주시 흥업면 사제리 1470-7,-9,-10",,참외,2990,,2017-08-16,원정호,,,강원도 원주시청,2017-11-03
000163,강원도,원주시,2017-0303-0276,2017-09-15,2018-09-14,,,,"강원도 원주시 흥업면 흥업리 1559-3,-4",,포도,6033,,2017-09-15,김유섭,,,강원도 원주시청,2017-11-03
000164,강원도,원주시,2017-0303-0240,2017-08-16,2018-08-15,,,,"강원도 원주시 흥업면 흥업리 1567-23,-24",,포도,2933,,2017-08-16,간의웅,,,강원도 원주시청,2017-11-03
000165,강원도,원주시,2017-0201-0103,2017-06-19,2018-06-18,,,,"강원도 원주시 흥업면 흥업리 1572-2,-19",,토마토,2974,,2017-06-19,안영환,,,강원도 원주시청,2017-11-03
000166,강원도,원주시,2017-0204-0014,2017-04-17,2018-04-16,,,,강원도 원주시 관설동328-2,,대파,929,,2017-04-17,김종화,,,강원도 원주시청,2017-11-03
000167,강원도,원주시,2017-0202-0181,2017-07-17,2018-07-16,,,,강원도 원주시 관설동347-1,,당근,2163,,2017-07-17,이상섭,,,강원도 원주시청,2017-11-03
000168,강원도,원주시,2017-0202-0088,2017-06-14,2018-06-13,,,,강원도 원주시 관설동351-2,,감자,1583,,2017-06-14,이상섭,,,강원도 원주시청,2017-11-03
000169,강원도,원주시,2017-0204-0064,2017-06-01,2018-05-31,,,,강원도 원주시 관설동429-17,,대파,988,,2017-06-01,배범수,,,강원도 원주시청,2017-11-03
000170,강원도,원주시,2017-0202-0075,2017-06-08,2018-06-07,,,,강원도 원주시 관설동429-17,,감자,988,,2017-06-08,배범수,,,강원도 원주시청,2017-11-03
000171,강원도,원주시,2017-0202-0084,2017-06-14,2018-06-13,,,,강원도 원주시 관설동435-18,,감자,1467,,2017-06-14,김종화,,,강원도 원주시청,2017-11-03
000172,강원도,원주시,2017-0202-0277,2017-09-15,2018-09-14,,,,강원도 원주시 귀래면 운계리 1060,,고구마,791,,2017-09-15,이옥정,,,강원도 원주시청,2017-11-03
000173,강원도,원주시,2017-0201-0243,2017-08-16,2018-08-15,,,,강원도 원주시 귀래면 운계리 713-1,,홍고추,1604,,2017-08-16,이옥정,,,강원도 원주시청,2017-11-03
000174,강원도,원주시,2017-0205-0077,2017-06-08,2018-06-07,,,,강원도 원주시 귀래면 운계리 714-1,,곤드레,3870,,2017-06-08,이옥정,,,강원도 원주시청,2017-11-03
000175,강원도,원주시,2017-0202-0154,2017-07-03,2018-07-02,,,,강원도 원주시 귀래면 주포리 129-17,,감자,970,,2017-07-03,이옥정,,,강원도 원주시청,2017-11-03
000176,강원도,원주시,2017-0303-0252,2017-08-16,2018-08-15,,,,강원도 원주시 단구동829-3,,포도,2314,,2017-08-16,허만봉(박종숙),,,강원도 원주시청,2017-11-03
000177,강원도,원주시,2017-0102-0009,2017-01-24,2018-01-23,,,,강원도 원주시 문막읍 건등리 401-1,,들깨,6538,,2017-01-24,김광택,,,강원도 원주시청,2017-11-03
000178,강원도,원주시,2017-0102-0008,2017-01-09,2018-01-08,,,,강원도 원주시 문막읍 건등리 산55-1,,콩(백태),2970,,2017-01-09,이관철,,,강원도 원주시청,2017-11-03
000179,강원도,원주시,2017-0204-0049,2017-05-17,2018-05-16,,,,강원도 원주시 문막읍 동화리 1041,,대파,2112,,2017-05-17,천윤득,,,강원도 원주시청,2017-11-03
000180,강원도,원주시,2017-0301-0319,2017-10-25,2018-10-24,,,,강원도 원주시 문막읍 동화리 233,,사과,1468,,2017-10-25,김기준,,,강원도 원주시청,2017-11-03
000181,강원도,원주시,2017-0301-0319,2017-10-25,2018-10-24,,,,강원도 원주시 문막읍 문막리 1085,,사과,3251,,2017-10-25,김기준,,,강원도 원주시청,2017-11-03
