NO,SIDO_NM,GOV_NM,LOCALFOOD_CERT_NO,CA_DT_START,CA_DT_END,CC_DT,WP_ROAD_ADD,WP_LOT_ADD,PC_ROAD_ADD,PC_LOT_ADD,ITEM_NM,CULT_AREA,CULT_SCALE,CG_DT,BIZ_OPR_NM,CRN,PHONE_NO,AGENCY_NM,ST_DT
000001,강원도,원주시,2017-0202-0092,2017-06-14,2018-06-13,,,,"강원도 원주시 관설동323-8,-9,435-16,-17",,감자,5722,,2017-06-14,한남섭,,,강원도 원주시청,2017-11-03
000002,강원도,원주시,2017-0204-0180,2017-07-17,2018-07-16,,,,"강원도 원주시 관설동343-1,344,349-1,-2,351-2,362-6,363-2,-3,-6",,대파,9186,,2017-07-17,이상섭,,,강원도 원주시청,2017-11-03
000003,강원도,원주시,2017-0203-0023,2017-04-17,2018-04-16,,,,"강원도 원주시 관설동348-1,374-4",,시금치,4338,,2017-04-17,한남섭,,,강원도 원주시청,2017-11-03
000004,강원도,원주시,2017-0204-0021,2017-04-17,2018-04-16,,,,"강원도 원주시 관설동370-1,-5",,대파,2929,,2017-04-17,윤산용,,,강원도 원주시청,2017-11-03
000005,강원도,원주시,2017-0204-0024,2017-04-17,2018-04-16,,,,"강원도 원주시 관설동435-16,-17",,대파,3682,,2017-04-17,한남섭,,,강원도 원주시청,2017-11-03
000006,강원도,원주시,2017-0202-0102,2017-06-19,2018-06-18,,,,"강원도 원주시 관설동605-2,607-1",,감자,3300,,2017-06-19,백상원,,,강원도 원주시청,2017-11-03
000007,강원도,원주시,2017-0302-0238,2017-08-10,2018-08-09,,,,"강원도 원주시 귀래면 귀래리 1009,1076,1078",,복숭아,2687,,2017-08-10,허광영,,,강원도 원주시청,2017-11-03
000008,강원도,원주시,2017-0206-0010,2017-02-22,2018-02-21,,,,"강원도 원주시 귀래면 귀래리 142,143-7,144",,느타리버섯,3834,,2017-02-22,김홍기,,,강원도 원주시청,2017-11-03
000009,강원도,원주시,2017-0302-0208,2017-08-08,2018-08-07,,,,"강원도 원주시 귀래면 운계리 1036-1,-5",,복숭아,5326,,2017-08-08,손명규,,,강원도 원주시청,2017-11-03
000010,강원도,원주시,2017-0202-0076,2017-06-08,2018-06-07,,,,"강원도 원주시 귀래면 운계리 1036-1,-5",,감자,5326,,2017-06-08,손명규,,,강원도 원주시청,2017-11-03
000011,강원도,원주시,2017-0301-0328,2017-11-02,2018-11-01,,,,"강원도 원주시 귀래면 운계리 1284-2,-3",,다래,4559,,2017-11-02,김운용,,,강원도 원주시청,2017-11-03
000012,강원도,원주시,2017-0101-0239,2017-08-10,2018-08-09,,,,"강원도 원주시 귀래면 운계리 720,778,1021,1024-1,-2,1282-1,-2,1390-3",,밀,20875,,2017-08-10,손기창,,,강원도 원주시청,2017-11-03
000013,강원도,원주시,2017-0302-0238,2017-08-10,2018-08-09,,,,"강원도 원주시 귀래면 운계리 953,953-1,1035-9",,복숭아,7114,,2017-08-10,허광영,,,강원도 원주시청,2017-11-03
000014,강원도,원주시,2017-0203-0050,2017-05-23,2018-05-22,,,,"강원도 원주시 귀래면 운남리 1397-1,-2",,시금치,4468,,2017-05-23,홍진호,,,강원도 원주시청,2017-11-03
000015,강원도,원주시,2017-0301-0282,2017-09-21,2018-09-20,,,,"강원도 원주시 귀래면 운남리 154-3,-5,155",,사과,9900,,2017-09-21,박광춘,,,강원도 원주시청,2017-11-03
000016,강원도,원주시,2017-0302-0273,2017-09-12,2018-09-11,,,,"강원도 원주시 귀래면 운남리 204,234-1,-2,244",,복숭아,11591,,2017-09-12,전병한,,,강원도 원주시청,2017-11-03
000017,강원도,원주시,2017-0302-0269,2017-09-12,2018-09-11,,,,"강원도 원주시 귀래면 주포리 277-1,312-4,422",,복숭아,6310,,2017-09-12,안근복,,,강원도 원주시청,2017-11-03
000018,강원도,원주시,2017-0201-0080,2017-06-13,2018-06-12,,,,"강원도 원주시 무실동1554-1,-3,-15",,오이,2327,,2017-06-13,이귀연,,,강원도 원주시청,2017-11-03
000019,강원도,원주시,2017-0201-0081,2017-06-13,2018-06-12,,,,"강원도 원주시 무실동1554-1,-3,-15",,토마토,2327,,2017-06-13,이귀연,,,강원도 원주시청,2017-11-03
000020,강원도,원주시,2017-0204-0303,2017-10-11,2018-10-10,,,,"강원도 원주시 무실동837-8,-19",,쪽파,2002,,2017-10-11,윤태영,,,강원도 원주시청,2017-11-03
000021,강원도,원주시,2017-0203-0323,2017-10-25,2018-10-24,,,,"강원도 원주시 무실동837-8,-19",,배추,2002,,2017-10-25,윤태영,,,강원도 원주시청,2017-11-03
000022,강원도,원주시,2017-0202-0196,2017-07-24,2018-07-23,,,,"강원도 원주시 문막읍 건등리 168,180",,감자,4536,,2017-07-24,이동보,,,강원도 원주시청,2017-11-03
000023,강원도,원주시,2017-0101-0138,2017-07-03,2018-07-02,,,,"강원도 원주시 문막읍 건등리 401-1,1051-2,958-1",,밀,10739,,2017-07-03,김광택,,,강원도 원주시청,2017-11-03
000024,강원도,원주시,2017-0101-0151,2017-07-03,2018-07-02,,,,"강원도 원주시 문막읍 건등리 442,587,588,779,산55-1",,밀,9302,,2017-07-03,이관철,,,강원도 원주시청,2017-11-03
000025,강원도,원주시,2017-0101-0158,2017-07-03,2018-07-02,,,,"강원도 원주시 문막읍 궁촌리 1390-3,1568-1,704-1",,밀,7250,,2017-07-03,최은희,,,강원도 원주시청,2017-11-03
000026,강원도,원주시,2017-0301-0279,2017-09-15,2018-09-14,,,,"강원도 원주시 문막읍 궁촌리 1444,-1,1445-4,-7,-20,1458-1",,배,6177,,2017-09-15,최형석,,,강원도 원주시청,2017-11-03
000027,강원도,원주시,2017-0201-0233,2017-08-08,2018-08-07,,,,"강원도 원주시 문막읍 궁촌리 1445-1,-5,-12,1458-1",,옥수수,8526,,2017-08-08,최형석,,,강원도 원주시청,2017-11-03
000028,강원도,원주시,2017-0102-0007,2017-01-09,2018-01-08,,,,"강원도 원주시 문막읍 궁촌리 630~632,628-2",,콩(백태),7186,,2017-01-09,권태범,,,강원도 원주시청,2017-11-03
000029,강원도,원주시,2017-0101-0275,2017-09-15,2018-09-14,,,,"강원도 원주시 문막읍 궁촌리 997~999,630~632,628-2",,밀,11207,,2017-09-15,권태범,,,강원도 원주시청,2017-11-03
000030,강원도,원주시,2017-0206-0052,2017-05-24,2018-05-23,,,,"강원도 원주시 문막읍 대둔리 188,189",,화고버섯,6962,,2017-05-24,구용주㈜강원그린채,,,강원도 원주시청,2017-11-03
000031,강원도,원주시,2017-0206-0055,2017-05-24,2018-05-23,,,,"강원도 원주시 문막읍 대둔리 188,189",,표고버섯,6962,,2017-05-24,나옥봉㈜미래팜스,,,강원도 원주시청,2017-11-03
000032,강원도,원주시,2017-0206-0056,2017-05-24,2018-05-23,,,,"강원도 원주시 문막읍 대둔리 188,189",,화고버섯,6962,,2017-05-24,나옥봉㈜미래팜스,,,강원도 원주시청,2017-11-03
000033,강원도,원주시,2017-0206-0051,2017-05-24,2018-05-23,,,,"강원도 원주시 문막읍 대둔리 188,189",,표고버섯,6962,,2017-05-24,구용주㈜강원그린채,,,강원도 원주시청,2017-11-03
000034,강원도,원주시,2017-0204-0046,2017-05-17,2018-05-16,,,,"강원도 원주시 문막읍 동화리 1545-4,-5",,대파,487,,2017-05-17,이광복,,,강원도 원주시청,2017-11-03
000035,강원도,원주시,2017-0202-0153,2017-07-03,2018-07-02,,,,"강원도 원주시 문막읍 동화리 612,615~617,619-1,621-1~3,622.625",,고구마,17554,,2017-07-03,이동보,,,강원도 원주시청,2017-11-03
000036,강원도,원주시,2017-0204-0182,2017-07-17,2018-07-16,,,,"강원도 원주시 문막읍 동화리 680-1,681",,마늘,6356,,2017-07-17,장삼봉,,,강원도 원주시청,2017-11-03
000037,강원도,원주시,2017-0102-0006,2017-01-02,2018-01-01,,,,"강원도 원주시 문막읍 동화리 680-1,681",,콩(백태),6356,,2017-01-02,장삼봉,,,강원도 원주시청,2017-11-03
000038,강원도,원주시,2017-0301-0280,2017-09-21,2018-09-20,,,,"강원도 원주시 문막읍 비두리 12,21,산165-1",,미니사과,2376,,2017-09-21,김진수,,,강원도 원주시청,2017-11-03
000039,강원도,원주시,2017-0303-0191,2017-07-24,2018-07-23,,,,"강원도 원주시 문막읍 비두리 1203-2,1204,1207~8,1210~11",,아로니아,15681,,2017-07-24,간명식,,,강원도 원주시청,2017-11-03
000040,강원도,원주시,2017-0303-0192,2017-07-24,2018-07-23,,,,"강원도 원주시 문막읍 비두리 1247,1248-2,1249~50",,아로니아,2800,,2017-07-24,간은식,,,강원도 원주시청,2017-11-03
000041,강원도,원주시,2017-0101-0275,2017-09-15,2018-09-14,,,,"강원도 원주시 문막읍 비두리 1934-1,1935,1941",,밀,4688,,2017-09-15,권태범,,,강원도 원주시청,2017-11-03
000042,강원도,원주시,2017-0102-0007,2017-01-09,2018-01-08,,,,"강원도 원주시 문막읍 비두리 1934-1,1935,1941",,콩(백태),4688,,2017-01-09,권태범,,,강원도 원주시청,2017-11-03
000043,강원도,원주시,2017-0201-0115,2017-06-29,2018-06-28,,,,"강원도 원주시 문막읍 후용리 1515, 1572",,수박,6123,,2017-06-29,김송섭,,,강원도 원주시청,2017-11-03
000044,강원도,원주시,2017-0301-0334,2017-11-02,2018-11-01,,,,"강원도 원주시 문막읍 후용리 35-5,36-2,-4,46-1",,배,9776,,2017-11-02,황우순,,,강원도 원주시청,2017-11-03
000045,강원도,원주시,2017-0201-0205,2017-07-26,2018-07-25,,,,"강원도 원주시 반곡동177-7,198",,블루베리,2700,,2017-07-26,김승구,,,강원도 원주시청,2017-11-03
000046,강원도,원주시,2017-0202-0274,2017-09-12,2018-09-11,,,,"강원도 원주시 봉산동769,768-2",,고구마,3914,,2017-09-12,조정치,,,강원도 원주시청,2017-11-03
000047,강원도,원주시,2017-0201-0160,2017-07-05,2018-07-04,,,,"강원도 원주시 부론면 노림리 1279,-1,1312",,수박,7147,,2017-07-05,임병두,,,강원도 원주시청,2017-11-03
000048,강원도,원주시,2017-0201-0255,2017-08-22,2018-08-21,,,,"강원도 원주시 부론면 노림리 1279,-1,1312",,애호박,7147,,2017-08-22,임병두,,,강원도 원주시청,2017-11-03
000049,강원도,원주시,2017-0201-0247,2017-08-16,2018-08-15,,,,"강원도 원주시 부론면 노림리 502,508-7,-8,526-4",,애호박,7817,,2017-08-16,황종수,,,강원도 원주시청,2017-11-03
000050,강원도,원주시,2017-0201-0054,2017-05-24,2018-05-23,,,,"강원도 원주시 부론면 노림리 530-1,-2",,애호박,1560,,2017-05-24,김원섭,,,강원도 원주시청,2017-11-03
000051,강원도,원주시,2017-0301-0332,2017-11-02,2018-11-01,,,,"강원도 원주시 부론면 법천리 1520-5,-6,-7,1527-11",,사과,9112,,2017-11-02,우정수,,,강원도 원주시청,2017-11-03
000052,강원도,원주시,2017-0301-0244,2017-08-16,2018-08-15,,,,"강원도 원주시 부론면 법천리 514-4,''1002-3,-5,1032-1,1313-2",,사과,3572,,2017-08-16,지정구,,,강원도 원주시청,2017-11-03
000053,강원도,원주시,2017-0102-0005,2017-01-02,2018-01-01,,,,"강원도 원주시 부론면 손곡리 576,651,669,-4,-5,672,673-2,797-1",,콩(백태),10539,,2017-01-02,이준태,,,강원도 원주시청,2017-11-03
000054,강원도,원주시,2017-0201-0133,2017-06-29,2018-06-28,,,,"강원도 원주시 부론면 손곡리 987,988",,애호박,7033,,2017-06-29,이광원,,,강원도 원주시청,2017-11-03
000055,강원도,원주시,2017-0201-0134,2017-06-29,2018-06-28,,,,"강원도 원주시 부론면 손곡리 987,988",,꽈리고추,7033,,2017-06-29,이광원,,,강원도 원주시청,2017-11-03
000056,강원도,원주시,2017-0203-0135,2017-06-29,2018-06-28,,,,"강원도 원주시 부론면 손곡리 987,988",,배추,7033,,2017-06-29,이광원,,,강원도 원주시청,2017-11-03
000057,강원도,원주시,2017-0205-0178,2017-07-17,2018-07-16,,,,"강원도 원주시 부론면 손곡리 987,988",,깻잎,7033,,2017-07-17,이광원,,,강원도 원주시청,2017-11-03
000058,강원도,원주시,2017-0201-0179,2017-07-17,2018-07-16,,,,"강원도 원주시 부론면 손곡리 987,988",,청량고추,7033,,2017-07-17,이광원,,,강원도 원주시청,2017-11-03
000059,강원도,원주시,2017-0203-0324,2017-10-25,2018-10-24,,,,"강원도 원주시 부론면 손곡리 987,988",,청갓,7033,,2017-10-25,이광원,,,강원도 원주시청,2017-11-03
000060,강원도,원주시,2017-0202-0325,2017-10-25,2018-10-24,,,,"강원도 원주시 부론면 손곡리 987,988",,알타리무,7033,,2017-10-25,이광원,,,강원도 원주시청,2017-11-03
000061,강원도,원주시,2017-0203-0104,2017-06-19,2018-06-18,,,,"강원도 원주시 부론면 손곡리 987,988",,쌈채,7033,,2017-06-19,이광원,,,강원도 원주시청,2017-11-03
000062,강원도,원주시,2017-0202-0105,2017-06-19,2018-06-18,,,,"강원도 원주시 부론면 손곡리 987,988",,무,7033,,2017-06-19,이광원,,,강원도 원주시청,2017-11-03
000063,강원도,원주시,2017-0202-0106,2017-06-19,2018-06-18,,,,"강원도 원주시 부론면 손곡리 987,988",,강화순무,7033,,2017-06-19,이광원,,,강원도 원주시청,2017-11-03
000064,강원도,원주시,2017-0202-0132,2017-06-29,2018-06-28,,,,"강원도 원주시 부론면 손곡리 987,988",,감자,7033,,2017-06-29,이광원,,,강원도 원주시청,2017-11-03
000065,강원도,원주시,2017-0202-0188,2017-07-17,2018-07-16,,,,"강원도 원주시 부론면 정산리 1015,1028-2,2333-3,-4",,알타리무,4369,,2017-07-17,한기옥,,,강원도 원주시청,2017-11-03
000066,강원도,원주시,2017-0202-0187,2017-07-17,2018-07-16,,,,"강원도 원주시 부론면 정산리 1159,1208-1,산42",,감자,4513,,2017-07-17,한기옥,,,강원도 원주시청,2017-11-03
000067,강원도,원주시,2017-0102-0296,2017-09-27,2018-09-26,,,,"강원도 원주시 소초면 교항리 407,411-2,419",,참깨,7177,,2017-09-27,채수홍,,,강원도 원주시청,2017-11-03
000068,강원도,원주시,2017-0204-0079,2017-06-08,2018-06-07,,,,"강원도 원주시 소초면 교항리 862,863,870-3,-4,875",,대파,7222,,2017-06-08,추정호,,,강원도 원주시청,2017-11-03
000069,강원도,원주시,2017-0301-0285,2017-09-21,2018-09-20,,,,"강원도 원주시 소초면 수암리 1031-2,1036,1037",,배,6561,,2017-09-21,심우섭,,,강원도 원주시청,2017-11-03
000070,강원도,원주시,2017-0301-0284,2017-09-21,2018-09-20,,,,"강원도 원주시 소초면 수암리 1107,1115-3",,배,8081,,2017-09-21,신정현,,,강원도 원주시청,2017-11-03
000071,강원도,원주시,2017-0201-0222,2017-08-08,2018-08-07,,,,"강원도 원주시 소초면 수암리 1471,1564",,고추(홍고추),5934,,2017-08-08,오석근,,,강원도 원주시청,2017-11-03
000072,강원도,원주시,2017-0203-0036,2017-05-04,2018-05-03,,,,"강원도 원주시 소초면 수암리 1471,1564",,열무,5934,,2017-05-04,오석근,,,강원도 원주시청,2017-11-03
000258,강원도,원주시,2017-0204-0030,2017-04-24,2018-04-23,,,,강원도 원주시 신림면 용암리 1373-11,,대파,2404,,2017-04-24,황상연,,,강원도 원주시청,2017-11-03
000259,강원도,원주시,2017-0202-0089,2017-06-14,2018-06-13,,,,강원도 원주시 지정면 가곡리 155,,양파,3490,,2017-06-14,주창균,,,강원도 원주시청,2017-11-03
000260,강원도,원주시,2017-0202-0090,2017-06-14,2018-06-13,,,,강원도 원주시 지정면 가곡리 159,,감자,2284,,2017-06-14,주창균,,,강원도 원주시청,2017-11-03
000261,강원도,원주시,2017-0202-0297,2017-09-29,2018-09-28,,,,강원도 원주시 지정면 간현리 1113,,고구마,6637,,2017-09-29,김윤중,,,강원도 원주시청,2017-11-03
000262,강원도,원주시,2017-0201-0201,2017-07-26,2018-07-25,,,,강원도 원주시 지정면 보통리 596,,오이,1494,,2017-07-26,이덕복,,,강원도 원주시청,2017-11-03
000263,강원도,원주시,2017-0201-0202,2017-07-26,2018-07-25,,,,강원도 원주시 지정면 보통리 596,,방울토마토(대추),1494,,2017-07-26,이덕복,,,강원도 원주시청,2017-11-03
000264,강원도,원주시,2017-0201-0203,2017-07-26,2018-07-25,,,,강원도 원주시 지정면 보통리 596,,참외,1494,,2017-07-26,이덕복,,,강원도 원주시청,2017-11-03
000265,강원도,원주시,2017-0203-0022,2017-04-17,2018-04-16,,,,강원도 원주시 지정면 신평리 466,,시금치,3973,,2017-04-17,이종갑,,,강원도 원주시청,2017-11-03
000266,강원도,원주시,2017-0203-0028,2017-04-24,2018-04-23,,,,강원도 원주시 지정면 신평리 466,,얼갈이배추,3973,,2017-04-24,이종갑,,,강원도 원주시청,2017-11-03
000267,강원도,원주시,2017-0304-0266,2017-08-31,2018-08-30,,,,강원도 원주시 지정면 신평리 70,,땅콩,3004,,2017-08-31,함금진,,,강원도 원주시청,2017-11-03
000268,강원도,원주시,2017-0203-0108,2017-06-19,2018-06-18,,,,강원도 원주시 지정면 월송리 506-10,,상추,2620,,2017-06-19,정천시,,,강원도 원주시청,2017-11-03
000269,강원도,원주시,2017-0203-0093,2017-06-19,2018-06-18,,,,강원도 원주시 판부면 금대리 140-4,,쌈채,2586,,2017-06-19,김정자,,,강원도 원주시청,2017-11-03
000270,강원도,원주시,2017-0203-0116,2017-06-29,2018-06-28,,,,강원도 원주시 판부면 금대리 140-4,,머위,2586,,2017-06-29,김정자,,,강원도 원주시청,2017-11-03
000271,강원도,원주시,2017-0203-0072,2017-06-08,2018-06-07,,,,강원도 원주시 판부면 금대리 141-4,,겨자채,2562,,2017-06-08,김정자,,,강원도 원주시청,2017-11-03
000272,강원도,원주시,2017-0202-0195,2017-07-24,2018-07-23,,,,강원도 원주시 판부면 서곡리 1134,,감자,2268,,2017-07-24,이귀연,,,강원도 원주시청,2017-11-03
000273,강원도,원주시,2017-0202-0289,2017-09-25,2018-09-24,,,,강원도 원주시 판부면 서곡리 1149-1,,고구마,863,,2017-09-25,윤태영,,,강원도 원주시청,2017-11-03
000274,강원도,원주시,2017-0202-0322,2017-10-25,2018-10-24,,,,강원도 원주시 판부면 서곡리 1149-1,,알타리무,863,,2017-10-25,윤태영,,,강원도 원주시청,2017-11-03
000275,강원도,원주시,2017-0301-0270,2017-09-12,2018-09-11,,,,강원도 원주시 판부면 서곡리 1420-1,,사과,9125,,2017-09-12,윤영순,,,강원도 원주시청,2017-11-03
000276,강원도,원주시,2017-0201-0110,2017-06-20,2018-06-19,,,,강원도 원주시 판부면 서곡리 1907,,오이,2956,,2017-06-20,윤태영,,,강원도 원주시청,2017-11-03
000277,강원도,원주시,2017-0302-0194,2017-07-24,2018-07-23,,,,강원도 원주시 판부면 서곡리 1940~2,,복숭아,3917,,2017-07-24,박동호,,,강원도 원주시청,2017-11-03
000278,강원도,원주시,2017-0203-0294,2017-09-27,2018-09-26,,,,강원도 원주시 판부면 서곡리 362-1,,곤드레,621,,2017-09-27,조영희,,,강원도 원주시청,2017-11-03
000279,강원도,원주시,2017-0203-0295,2017-09-27,2018-09-26,,,,강원도 원주시 판부면 서곡리 362-1,,취나물,621,,2017-09-27,조영희,,,강원도 원주시청,2017-11-03
000280,강원도,원주시,2017-0201-0183,2017-07-17,2018-07-16,,,,강원도 원주시 판부면 서곡리 367-5,,"""고추(풋, 청양)""",4685,,2017-07-17,조숙희(성락신),,,강원도 원주시청,2017-11-03
000281,강원도,원주시,2017-0201-0184,2017-07-17,2018-07-16,,,,강원도 원주시 판부면 서곡리 367-5,,가지,4685,,2017-07-17,조숙희(성락신),,,강원도 원주시청,2017-11-03
000282,강원도,원주시,2017-0202-0185,2017-07-17,2018-07-16,,,,강원도 원주시 판부면 서곡리 367-5,,감자,4685,,2017-07-17,조숙희(성락신),,,강원도 원주시청,2017-11-03
000283,강원도,원주시,2017-0302-0256,2017-08-22,2018-08-21,,,,강원도 원주시 판부면 서곡리 974,,복숭아,2473,,2017-08-22,조원진,,,강원도 원주시청,2017-11-03
000284,강원도,원주시,2017-0204-0048,2017-05-17,2018-05-16,,,,강원도 원주시 판부면 서곡리 982-85~89,,대파,6776,,2017-05-17,이성기,,,강원도 원주시청,2017-11-03
000285,강원도,원주시,2017-0201-0257,2017-08-22,2018-08-21,,,,강원도 원주시 판부면 서곡리 995-1,,고추,1708,,2017-08-22,최준식,,,강원도 원주시청,2017-11-03
000286,강원도,원주시,2017-0202-0258,2017-08-22,2018-08-21,,,,강원도 원주시 판부면 서곡리 996,,고구마,1033,,2017-08-22,최준식,,,강원도 원주시청,2017-11-03
000287,강원도,원주시,2017-0203-0043,2017-05-17,2018-05-16,,,,강원도 원주시 행구동1842-1,,부추,6600,,2017-05-17,김은옥,,,강원도 원주시청,2017-11-03
000288,강원도,원주시,2017-0301-0302,2017-09-29,2018-09-28,,,,강원도 원주시 호저면 고산리 145,,다래,952,,2017-09-29,지영환,,,강원도 원주시청,2017-11-03
000289,강원도,원주시,2017-0203-0305,2017-10-18,2018-10-17,,,,강원도 원주시 호저면 광격리 1035-6,,시금치,3125,,2017-10-18,박경숙,,,강원도 원주시청,2017-11-03
000290,강원도,원주시,2017-0206-0059,2017-05-24,2018-05-23,,,,강원도 원주시 호저면 광격리 173,,느타리버섯,4365,,2017-05-24,조병현,,,강원도 원주시청,2017-11-03
000291,강원도,원주시,2017-0204-0157,2017-07-03,2018-07-02,,,,강원도 원주시 호저면 광격리 174175,,양파,4334,,2017-07-03,조병현,,,강원도 원주시청,2017-11-03
000292,강원도,원주시,2017-0204-0207,2017-08-08,2018-08-07,,,,강원도 원주시 호저면 광격리 285-1,,양파,5521,,2017-08-08,김만수,,,강원도 원주시청,2017-11-03
000293,강원도,원주시,2017-0202-0137,2017-06-29,2018-06-28,,,,강원도 원주시 호저면 대덕리 1022-9,,감자,2919,,2017-06-29,최형석,,,강원도 원주시청,2017-11-03
000294,강원도,원주시,2017-0203-0315,2017-10-18,2018-10-17,,,,강원도 원주시 호저면 대덕리 1022-9,,배추,2919,,2017-10-18,최형석,,,강원도 원주시청,2017-11-03
000295,강원도,원주시,2017-0202-0061,2017-05-24,2018-05-23,,,,강원도 원주시 호저면 대덕리 734,,감자,1930,,2017-05-24,최형석,,,강원도 원주시청,2017-11-03
000296,강원도,원주시,2017-0201-0142,2017-07-03,2018-07-02,,,,강원도 원주시 호저면 만종리 838-1,,고추,5593,,2017-07-03,노승민,,,강원도 원주시청,2017-11-03
000297,강원도,원주시,2017-0204-0143,2017-07-03,2018-07-02,,,,강원도 원주시 호저면 만종리 838-1,,대파,5593,,2017-07-03,노승민,,,강원도 원주시청,2017-11-03
